<<<<<<< HEAD
"V1","V2","V3","V4"
-0.394395712217585,-0.268712833059804,0.224369163677916,-0.0126020367395185
-0.627905927336589,-0.121426004132916,0.202671825364045,-0.0358392990209438
-0.556211379291726,-0.391818807715027,0.259740264682073,0.019525937981868
-0.401831306646409,-0.177831713017601,0.193961229450692,0.0323001994867037
-0.60678561223285,-0.167372222812738,0.304775657091606,-0.0159616066623513
-0.543007542691844,-0.377780884504756,0.253657836375249,-0.00545995673754705
-0.498549134694292,-0.283512210412645,0.301017475252116,0.0488273226734784
-0.538830691383448,-0.394964693119004,0.2214985512103,-0.00543335740645363
-0.455625478975661,-0.37675658319837,0.263876296802856,0.047439706818751
-0.412256072849792,-0.280570423649942,0.342937979009103,0.037444023457732
-0.354933011624062,-0.163517550572729,0.178193930235649,-0.0307611105035839
-0.442379188676342,-0.21755396395669,0.265383279843285,0.00764524687020902
-0.646599077915803,-0.257279046214208,0.272589314657648,0.0360509619698971
-0.639266813268891,-0.403348465045702,0.16920958695824,-0.0389578328485332
-0.428505008224581,-0.134534738743226,0.300684472589731,0.00920400104409932
-0.407441734268084,-0.241624112816292,0.30779914892969,0.0274086145657058
-0.516738395782098,-0.284646859903337,0.14295196989075,-0.0720660857101867
-0.656314139380258,-0.0336166114999378,0.176278039494934,0.0082070958726428
-0.405907164547124,-0.260083239433719,0.313195937250086,0.00314630723744334
-0.388076153268094,-0.0742026127044363,0.24049747554247,-0.040614869336074
-0.719012625677941,-0.12452431338464,0.313940937888911,0.0482589626732283
-0.446420850141995,-0.251362188223863,0.31707606206429,0.000523273367135196
-0.459556999262085,-0.375397993184477,0.240206871569352,-0.0164280312754179
-0.529956448497936,-0.0752631374188456,0.254011005666751,-0.0246187165194132
-0.415911287406012,-0.0321706662736757,0.262850726793436,-0.0172108847182909
-0.332317967040155,-0.181905993281579,0.228480131133408,0.0311267698651589
-0.565022768802863,-0.235375218027527,0.280023934311173,0.010518637127047
-0.514927569311373,-0.083536780154949,0.252733249808666,0.00418722586125893
-0.52267338027659,-0.29898133229327,0.215505338655505,0.0228966004796249
-0.431010563996659,-0.283365843981329,0.219616125615776,-0.0190210356139123
-0.336804865887228,-0.368680949931654,0.290183267232015,0.00085941698621523
-0.497642803255997,-0.429918454402393,0.20797548021195,-0.0362354734236877
-0.289398097300271,-0.34820945847216,0.264648724677763,-0.00263366473128266
-0.518897474948046,-0.171893066663016,0.261156180679161,0.0178624066608431
-0.42918633577033,-0.15314831479709,0.348781662766316,-0.00656267456045204
-0.799422741373987,-0.247809654936818,0.203920987544777,-0.0425811875048403
-0.535390213495997,-0.344137557290112,0.313217115794738,0.0358485555540309
-0.494526442180917,-0.320349635341351,0.250817486146296,0.0456789092940909
-0.429583646889099,-0.266474986224319,0.355852312073641,0.0564505045377244
